92; 88; 82; 16; 55; 52; 77; 31; 96; 13; 47; 92; 55; 43; 3; 
94; 57; 4; 66; 48; 10; 19; 97; 94; 54; 89; 9; 57; 70; 100; 
75; 86; 3; 15; 72; 25; 44; 64; 44; 9; 29; 79; 8; 8; 52; 
12; 74; 64; 47; 6; 16; 32; 32; 68; 76; 94; 5; 61; 42; 47; 
1; 32; 58; 58; 81; 37; 6; 1; 100; 82; 4; 65; 92; 70; 37; 
32; 98; 72; 25; 18; 13; 77; 75; 25; 56; 85; 42; 39; 42; 64; 
30; 31; 38; 4; 28; 99; 25; 38; 92; 36; 75; 18; 65; 63; 40; 
17; 72; 89; 19; 67; 99; 3; 16; 29; 57; 68; 48; 73; 94; 91; 
81; 24; 49; 1; 74; 26; 82; 36; 72; 70; 18; 36; 94; 80; 2; 
91; 99; 4; 20; 58; 94; 76; 22; 2; 96; 82; 93; 81; 42; 29; 
5; 16; 70; 67; 10; 86; 7; 84; 67; 79; 62; 5; 61; 46; 80; 
27; 92; 25; 62; 79; 69; 51; 64; 76; 34; 37; 33; 8; 62; 66; 
65; 89; 51; 24; 49; 15; 75; 93; 35; 90; 16; 70; 6; 79; 27; 
80; 53; 68; 90; 80; 21; 66; 11; 57; 31; 74; 76; 30; 70; 20; 
82; 97; 81; 40; 43; 56; 69; 70; 7; 47; 34; 74; 76; 46; 22; 
57; 21; 17; 70; 47; 85; 38; 76; 42; 73; 55; 6; 75; 40; 98; 
73; 73; 72; 22; 23; 23; 49; 96; 7; 3; 74; 59; 50; 6; 48; 
76; 4; 22; 83; 22; 46; 71; 80; 69; 7; 33; 1; 66; 29; 3; 
29; 29; 32; 90; 20; 48; 18; 74; 62; 4; 87; 26; 80; 85; 93; 
58; 67; 34; 33; 49; 62; 22; 9; 1; 4; 15; 49; 37; 58; 9; 
48; 25; 80; 7; 64; 53; 10; 71; 70; 20; 50; 68; 33; 76; 77; 
22; 82; 55; 30; 33; 17; 60; 8; 1; 47; 45; 65; 26; 43; 1; 
80; 49; 32; 23; 92; 68; 96; 1; 45; 64; 32; 38; 60; 28; 44; 
31; 29; 25; 38; 57; 29; 53; 39; 35; 98; 28; 69; 98; 5; 72; 
89; 61; 27; 89; 72; 50; 81; 100; 10; 55; 87; 58; 19; 67; 1; 
68; 57; 89; 8; 26; 100; 92; 23; 77; 76; 24; 33; 23; 38; 21; 
75; 27; 62; 29; 15; 77; 81; 73; 21; 75; 64; 33; 47; 93; 95; 
21; 88; 23; 20; 73; 62; 86; 8; 43; 16; 19; 65; 28; 67; 68; 
90; 57; 49; 100; 4; 10; 36; 94; 65; 18; 17; 68; 75; 73; 81; 
54; 64; 14; 14; 19; 49; 99; 39; 65; 42; 27; 89; 62; 71; 64; 
58; 62; 37; 12; 51; 91; 5; 50; 47; 87; 74; 10; 36; 41; 75; 
25; 85; 41; 7; 38; 14; 62; 48; 79; 7; 54; 6; 96; 14; 85; 
73; 79; 96; 58; 12; 43; 34; 76; 22; 75; 10; 28; 91; 68; 39; 
61; 31; 43; 79; 48; 66; 98; 33; 21; 76; 85; 18; 69; 65; 33; 
26; 14; 49; 41; 15; 58; 30; 85; 18; 38; 47; 100; 46; 34; 65; 
93; 81; 23; 52; 14; 35; 54; 76; 46; 22; 61; 70; 34; 61; 51; 
94; 43; 53; 91; 69; 58; 73; 33; 15; 24; 26; 51; 35; 89; 43; 
56; 87; 17; 76; 100; 31; 82; 77; 100; 94; 86; 42; 56; 54; 52; 
18; 79; 74; 53; 28; 77; 91; 10; 8; 92; 20; 97; 83; 46; 51; 
42; 29; 19; 53; 35; 16; 32; 37; 4; 1; 92; 70; 65; 89; 15; 
60; 53; 70; 85; 40; 97; 59; 80; 23; 42; 31; 42; 76; 23; 12; 
42; 83; 55; 85; 42; 19; 56; 6; 11; 65; 50; 44; 49; 31; 84; 
37; 38; 95; 88; 33; 54; 88; 76; 93; 52; 31; 32; 37; 100; 83; 
80; 38; 33; 11; 33; 41; 26; 98; 24; 1; 42; 53; 6; 84; 84; 
33; 58; 9; 29; 8; 73; 4; 45; 82; 69; 35; 73; 9; 46; 96; 
65; 78; 61; 56; 89; 35; 67; 62; 26; 49; 34; 22; 10; 67; 35; 
94; 40; 49; 44; 31; 43; 15; 80; 45; 63; 58; 22; 12; 51; 50; 
75; 19; 77; 91; 5; 31; 43; 26; 64; 53; 22; 48; 91; 13; 62; 
61; 13; 66; 70; 58; 94; 3; 86; 8; 54; 65; 63; 5; 28; 81; 
2; 90; 71; 53; 77; 92; 30; 30; 75; 90; 2; 100; 51; 15; 27; 
29; 9; 99; 80; 89; 21; 32; 55; 38; 49; 75; 49; 53; 29; 58; 
94; 45; 14; 29; 6; 100; 80; 57; 49; 38; 49; 25; 57; 60; 64; 
67; 9; 6; 75; 59; 96; 53; 81; 71; 88; 16; 51; 23; 43; 35; 
2; 38; 37; 13; 14; 38; 61; 15; 87; 28; 49; 46; 65; 23; 35; 
66; 10; 75; 54; 38; 79; 27; 86; 19; 75; 80; 25; 52; 70; 97; 
3; 13; 85; 15; 37; 52; 44; 59; 78; 82; 85; 67; 83; 71; 15; 
58; 25; 12; 80; 43; 90; 58; 23; 52; 56; 36; 66; 42; 94; 43; 
60; 97; 1; 61; 87; 43; 98; 51; 30; 6; 23; 9; 86; 69; 83; 
60; 43; 92; 44; 100; 46; 8; 12; 36; 85; 30; 80; 38; 55; 53; 
38; 68; 34; 91; 29; 97; 47; 33; 19; 22; 1; 79; 31; 16; 23; 
47; 56; 18; 72; 6; 47; 80; 49; 41; 53; 92; 34; 37; 53; 54; 
93; 38; 69; 64; 60; 51; 43; 23; 6; 94; 45; 12; 74; 96; 22; 
27; 59; 3; 63; 77; 24; 80; 49; 10; 76; 86; 24; 53; 66; 53; 
87; 77; 92; 8; 25; 70; 94; 100; 32; 97; 95; 9; 55; 41; 59; 
55; 8; 62; 71; 87; 64; 24; 61; 94; 9; 65; 4; 35; 99; 56; 
77; 89; 18; 41; 97; 99; 44; 35; 60; 55; 42; 1; 30; 90; 82; 
74; 5; 29; 65; 85; 50; 95; 26; 83; 73; 83; 52; 12; 64; 53; 
96; 12; 43; 94; 67; 36; 96; 11; 34; 42; 70; 80; 51; 61; 24; 
9; 74; 51; 64; 94; 37; 48; 56; 77; 10; 11; 30; 17; 87; 93; 
40; 35; 55; 30; 8; 72; 76; 56; 3; 85; 65; 4; 52; 66; 86; 
60; 92; 55; 46; 51; 24; 86; 21; 47; 58; 75; 68; 76; 85; 86; 
39; 51; 21; 65; 85; 18; 88; 74; 11; 39; 40; 96; 35; 24; 45; 
95; 23; 86; 46; 75; 15; 79; 32; 97; 20; 10; 68; 96; 47; 73; 
98; 42; 82; 37; 46; 48; 74; 67; 3; 6; 71; 100; 63; 16; 28; 
23; 35; 17; 63; 98; 19; 85; 65; 22; 30; 86; 38; 61; 72; 4; 
48; 15; 41; 19; 98; 13; 4; 51; 42; 29; 96; 58; 16; 42; 47; 
62; 6; 93; 76; 65; 20; 14; 71; 73; 63; 80; 28; 94; 35; 20; 
40; 28; 59; 93; 90; 99; 70; 58; 30; 26; 48; 21; 37; 99; 14; 
83; 40; 92; 59; 93; 66; 79; 92; 9; 88; 12; 98; 31; 44; 69; 
27; 59; 92; 23; 35; 88; 1; 12; 6; 32; 88; 73; 49; 26; 28; 
44; 97; 22; 43; 1; 19; 51; 15; 74; 37; 51; 73; 21; 26; 44; 
80; 38; 50; 6; 91; 37; 29; 43; 10; 63; 7; 26; 75; 1; 92; 
77; 87; 39; 86; 58; 75; 14; 16; 48; 56; 72; 85; 96; 95; 37; 
18; 50; 6; 99; 13; 66; 93; 47; 21; 79; 80; 19; 11; 22; 47; 
65; 82; 62; 68; 10; 31; 93; 60; 73; 3; 36; 1; 7; 15; 47; 
56; 22; 91; 55; 96; 2; 11; 61; 27; 96; 10; 27; 57; 67; 12; 
3; 6; 13; 27; 48; 28; 98; 14; 18; 99; 25; 39; 22; 42; 12; 
55; 10; 71; 58; 33; 47; 63; 60; 40; 72; 20; 96; 41; 8; 35; 
10; 93; 49; 90; 14; 39; 100; 27; 83; 62; 37; 27; 2; 50; 22; 
51; 78; 46; 36; 49; 52; 91; 75; 43; 41; 68; 72; 12; 35; 94; 
73; 32; 57; 45; 96; 99; 66; 37; 77; 21; 57; 91; 50; 73; 4; 
89; 70; 16; 43; 90; 57; 37; 37; 34; 30; 88; 88; 47; 23; 72; 
50; 28; 35; 58; 4; 79; 52; 76; 75; 53; 31; 86; 99; 49; 45; 
40; 80; 8; 59; 29; 41; 65; 85; 32; 79; 14; 37; 46; 78; 93; 
14; 91; 4; 20; 82; 14; 90; 60; 85; 33; 37; 81; 16; 34; 78; 
33; 5; 73; 45; 70; 91; 65; 49; 2; 36; 93; 48; 46; 32; 4; 
51; 51; 14; 26; 73; 41; 61; 76; 49; 29; 87; 75; 38; 67; 57; 
24; 10; 9; 100; 35; 47; 48; 54; 10; 43; 89; 15; 68; 28; 51; 
94; 84; 39; 35; 9; 36; 45; 28; 100; 4; 51; 15; 82; 77; 40; 
76; 45; 50; 7; 23; 93; 50; 59; 33; 95; 74; 30; 14; 80; 38; 
73; 4; 79; 72; 2; 43; 5; 50; 81; 53; 60; 86; 29; 69; 19; 
51; 3; 19; 17; 78; 20; 94; 24; 27; 60; 3; 35; 18; 12; 89; 
76; 50; 57; 99; 40; 22; 11; 6; 32; 95; 24; 76; 5; 70; 87; 
46; 76; 62; 85; 77; 76; 14; 71; 94; 5; 5; 82; 87; 38; 51; 
71; 43; 83; 97; 23; 77; 13; 88; 71; 52; 92; 91; 86; 4; 66; 
71; 8; 52; 86; 54; 72; 74; 48; 8; 98; 39; 69; 4; 42; 100; 
50; 87; 84; 38; 89; 10; 24; 13; 85; 79; 50; 65; 8; 63; 28; 
26; 84; 15; 42; 51; 1; 49; 3; 93; 9; 65; 54; 94; 46; 13; 
66; 16; 58; 47; 2; 8; 42; 62; 50; 13; 77; 95; 8; 10; 87; 
22; 9; 61; 18; 61; 79; 73; 29; 25; 66; 7; 88; 69; 6; 37; 
89; 4; 36; 16; 60; 51; 67; 20; 51; 35; 19; 82; 52; 33; 61; 
81; 83; 57; 33; 82; 4; 4; 15; 43; 75; 62; 22; 92; 100; 64; 
20; 46; 86; 76; 44; 71; 56; 3; 93; 86; 30; 92; 11; 43; 6; 
67; 4; 92; 35; 3; 77; 45; 76; 25; 64; 54; 29; 15; 26; 51; 
18; 10; 38; 100; 9; 77; 84; 50; 15; 82; 89; 46; 96; 10; 8; 
26; 73; 65; 94; 34; 98; 12; 59; 6; 75; 48; 81; 61; 36; 48; 
34; 81; 42; 47; 13; 42; 54; 15; 54; 17; 41; 6; 31; 53; 2; 
79; 92; 8; 99; 29; 39; 63; 46; 5; 73; 28; 92; 6; 1; 28; 
49; 62; 2; 50; 83; 71; 17; 59; 22; 79; 45; 48; 21; 22; 38; 
45; 74; 3; 98; 32; 12; 94; 39; 11; 94; 29; 79; 83; 77; 13; 
9; 35; 54; 28; 83; 49; 10; 73; 13; 20; 31; 61; 82; 90; 35; 
1; 52; 96; 90; 73; 50; 24; 33; 27; 93; 83; 2; 41; 11; 13; 
98; 94; 24; 98; 5; 43; 100; 83; 54; 51; 55; 2; 34; 27; 51; 
91; 41; 76; 51; 57; 100; 33; 93; 25; 41; 38; 98; 81; 2; 44; 
91; 4; 56; 24; 64; 86; 100; 78; 22; 64; 71; 15; 97; 94; 56; 
16; 50; 69; 4; 76; 84; 4; 98; 24; 66; 90; 97; 73; 18; 87; 
61; 62; 98; 25; 54; 73; 55; 57; 41; 17; 75; 51; 82; 35; 80; 
99; 35; 53; 55; 6; 30; 87; 99; 33; 42; 33; 1; 40; 84; 26; 
5; 60; 17; 8; 49; 7; 29; 4; 10; 9; 22; 9; 5; 45; 51; 
17; 27; 41; 97; 60; 100; 71; 79; 98; 55; 92; 10; 36; 3; 87; 
47; 35; 23; 12; 33; 81; 46; 63; 17; 32; 25; 17; 57; 1; 11; 
74; 89; 82; 24; 72; 68; 85; 55; 27; 74; 93; 65; 70; 4; 38; 
3; 59; 70; 41; 75; 19; 81; 26; 71; 45; 5; 47; 24; 1; 88; 
26; 86; 85; 65; 70; 45; 16; 33; 7; 47; 31; 12; 76; 14; 65; 
10; 26; 93; 47; 12; 56; 62; 97; 17; 74; 52; 56; 1; 31; 39; 
45; 21; 95; 40; 39; 86; 37; 75; 73; 73; 34; 25; 83; 44; 19; 
75; 27; 39; 81; 85; 7; 45; 100; 52; 19; 69; 13; 79; 93; 6; 
89; 25; 22; 55; 28; 31; 91; 69; 95; 22; 24; 51; 14; 31; 38; 
31; 18; 59; 19; 70; 58; 16; 81; 19; 25; 57; 95; 97; 80; 90; 
